209112|174
209112|507
209112|9993
209112|9995
209112|41624
140607|1
140607|1634
140607|11461
278927|2
278927|7297
271110|420
76341|79
76341|2537
281957|562
281957|10039
281957|10104
293660|306
293660|325
293660|19551
87101|4
87101|6277
157336|4
157336|923
157336|6194
157336|9996
157336|13769
135397|13
135397|56
135397|923
135397|3341
135397|6452
206647|5
206647|10761
206647|69434
131634|1632
131634|5420
262500|491
262500|10227
262500|14440
262500|24097
131631|1632
131631|5420
102899|420
100402|420
299687|5
299687|3281
299687|12139
241251|33
241251|1620
241251|3172
241251|44783
290595|33
290595|16314
99861|420
269149|2
269149|6125
1771|420
286217|306
286217|1645
286217|2735
286217|6408
286217|22213
286217|28788
245891|3528
245891|6194
245891|23008
245891|36259
245891|36433
210577|306
210577|508
210577|10104
210577|15829
210577|22213
210577|60682
177677|4
177677|6277
177677|11413
177677|11461
177677|21777
177677|69484
177677|69485
291870|1632
291870|11029
291870|28200
246655|7392
246655|7505
246655|9168
246655|22213
257344|5
257344|2608
118340|420
118340|19551
118340|20478
177572|2
177572|6125
155|429
155|923
155|6194
155|9996
292431|856
292431|1157
292431|2700
292431|11199
292431|30666
11|1
11|306
122917|11
122917|12
122917|7413
122917|8411
244786|2266
244786|3172
244786|32157
273248|5
273248|308
603|79
603|372
603|1885
603|6194
274479|711
274479|1302
274479|13184
274479|22213
323675|33
323675|2780
323675|49968
211672|33
205596|22146
205596|38145
257087|3172
198663|25
198663|290
198663|3672
198663|8569
198663|12292
198663|22213
76757|79
76757|444
76757|450
76757|6194
150540|2
150540|3
194662|9015
194662|10104
194662|22213
194662|47169
194662|52660
325348|1038
325348|73079
267860|10254
267860|73045
267860|73046
262504|491
262504|1632
262504|14440
287903|33
287903|923
140300|25
140300|521
228150|5
228150|11029
228150|16312
228150|34034
228150|39649
228150|47169
158852|2
158852|20656
158852|59778
260346|104
260346|1115
260346|6896
260346|10611
260346|22213
256961|5
256961|2608
127585|306
127585|431
127585|7505
127585|9168
127585|22213
127585|37336
168259|33
168259|333
168259|2531
168259|6452
168259|7154
168259|40890
27205|923
27205|6194
27205|9996
105864|2
105864|3
105864|32
263472|18142
263472|22146
263472|55497
263472|63368
263472|63369
254128|12
254128|79
254128|6194
254128|34081
189|14
189|10807
189|11005
189|11006
189|13241
189|29076
189|41658
68718|5
68718|308
333371|4
333371|11461
98566|4
98566|2348
98566|2481
49026|923
49026|6194
49026|9993
49026|9996
76338|420
112160|8906
112160|9011
273481|1632
273481|3528
273481|33681
270303|8714
270303|26995
270303|52739
264660|284
264660|9349
264660|41077
157350|491
157350|14440
296098|27
296098|56
296098|264
296098|711
296098|2527
296098|6735
296098|7294
296098|22213
16869|33
16869|59
16869|6817
16869|6818
49017|33
49017|923
49017|3341
49017|6452
49017|27551
205775|23
205775|705
205775|6194
205775|16314
205775|17888
205775|24175
205775|34401
205775|63571
310131|6531
310131|30666
310131|34456
310131|41077
106646|4
106646|562
106646|14654
106646|19177
106646|23243
101299|1632
101299|5420
27066|3112
137113|79
137113|6194
137113|6687
137113|12200
137113|36390
137113|41624
150689|2
150689|28788
150689|46339
150689|47706
242582|2266
242582|10427
37724|7576
37724|10761
37724|23288
550|508
550|711
550|20555
550|54050
550|54051
550|54052
24428|420
318917|47
312221|12
312221|6194
312221|8411
312221|12252
334074|925
334074|8880
334074|10254
334074|54409
680|14
680|59
680|216
240832|33
240832|3823
240832|5358
240832|6896
240832|23616
337339|33
337339|333
214756|33
214756|2531
214756|8789
198184|5
198184|2531
198184|7431
198184|18209
198184|28788
198184|31076
198184|34034
198184|53638
91314|4
91314|435
91314|2598
91314|38831
91314|38833
278|97
227973|9383
227973|11749
227973|61791
534|5
534|4021
534|4022
534|6194
207703|5374
207703|22213
207703|22573
1726|420
284053|420
284053|7505
314365|6735
314365|10427
314365|30420
314365|42421
314365|69850
72190|4
72190|3281
72190|6277
72190|9169
72190|11956
72190|19108
72190|23644
238615|1205
238615|11092
318846|4
318846|508
318846|45778
302156|1632
302156|10254
258509|508
258509|711
258509|5219
258509|10930
258509|22213
257211|735
752|264
752|429
752|449
752|450
752|1885
752|6194
752|7307
752|23889
274167|4
274167|4740
274167|17393
274167|19177
19995|25
19995|289
19995|444
19995|574
225886|1423
225886|2531
225886|7431
225886|34034
393|14
393|59
393|39121
49521|923
49521|6194
49521|9993
49521|9996
10138|420
264644|3353
264644|35846
264644|41077
264644|69847
86331|18519
86331|18520
86331|18521
120|11
120|12
120|5237
181533|306
181533|436
181533|2575
181533|20478
181533|22213
110415|7036
110415|7270
110415|11345
110415|21122
110415|34725
271718|33
271718|3341
271718|6452
271718|10105
49047|6194
49047|7364
49047|7470
280996|288
280996|7217
280996|7493
280996|41640
280996|51860
258480|1422
258480|9349
258480|11752
425|306
425|9383
425|11749
307081|1423
307081|28438
37265|5051
9325|2
373314|1632
373314|59367
119450|290
119450|7076
119450|22213
294254|3672
294254|7392
294254|12292
294254|22213
122|11
122|12
195589|33
195589|16615
195589|17393
10195|420
10195|7505
10764|5
